#           V(3)       V(2)      
 0.        -6.6973E-9  100.      
 0.01       0.99999    100.      
 0.02       2.         100.      
 0.03       3.         100.      
 0.04       4.         100.      
 0.05       5.         100.      
 0.06       6.         100.      
 0.07       7.         100.      
 0.08       7.9999     100.      
 0.09       8.9999     100.      
 0.1        9.9999     100.      
 0.11       11.        100.      
 0.12       12.        100.      
 0.13       13.        100.      
 0.14       14.        100.      
 0.15       15.        100.      
 0.16       16.        100.      
 0.17       17.        100.      
 0.18       18.        100.      
 0.19       19.        100.      
 0.2        20.        100.      
 0.21       21.        100.      
 0.22       22.        100.      
 0.23       23.        100.      
 0.24       24.        100.      
 0.25       25.        100.      
 0.26       26.        100.      
 0.27       27.        100.      
 0.28       28.        100.      
 0.29       29.        100.      
 0.3        30.        100.      
 0.31       31.        100.      
 0.32       32.        100.      
 0.33       33.        100.      
 0.34       34.        100.      
 0.35       35.        100.      
 0.36       36.        100.      
 0.37       37.        100.      
 0.38       38.        100.      
 0.39       39.        100.      
 0.4        40.        100.      
 0.41       41.        100.      
 0.42       42.        100.      
 0.43       43.        100.      
 0.44       43.999     100.      
 0.45       44.999     100.      
 0.46       45.999     100.      
 0.47       46.999     100.      
 0.48       47.999     100.      
 0.49       48.999     100.      
 0.5        49.999     100.      
 0.51       50.999     100.      
 0.52       51.999     100.      
 0.53       52.999     100.      
 0.54       53.999     100.      
 0.55       54.999     100.      
 0.56       55.999     100.      
 0.57       56.999     100.      
 0.58       57.999     100.      
 0.59       58.999     100.      
 0.6        59.999     100.      
 0.61       60.999     100.      
 0.62       61.999     100.      
 0.63       62.999     100.      
 0.64       63.999     100.      
 0.65       64.999     100.      
 0.66       65.999     100.      
 0.67       66.999     100.      
 0.68       67.999     100.      
 0.69       68.999     100.      
 0.7        69.999     100.      
 0.71       70.999     100.      
 0.72       71.999     100.      
 0.73       72.999     100.      
 0.74       73.999     100.      
 0.75       74.999     100.      
 0.76       75.999     100.      
 0.77       76.999     100.      
 0.78       77.999     100.      
 0.79       78.999     100.      
 0.8        79.999     100.      
 0.81       80.999     100.      
 0.82       81.999     100.      
 0.83       82.999     100.      
 0.84       83.999     100.      
 0.85       84.999     100.      
 0.86       85.999     100.      
 0.87       86.999     100.      
 0.88       87.999     100.      
 0.89       88.999     100.      
 0.9        89.999     100.      
 0.91       90.999     100.      
 0.92       91.999     100.      
 0.93       92.999     100.      
 0.94       93.999     100.      
 0.95       94.999     100.      
 0.96       95.999     100.      
 0.97       96.999     100.      
 0.98       97.999     100.      
 0.99       98.999     100.      
 1.         99.999     100.      
